date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-06-15,61.2,,65.9,65.9
2026-06-16,64.5,3.3,72.1,72.1
2026-06-17,64.2,-0.3,73.8,73.8
2026-06-18,68.4,4.2,74.9,74.9
2026-06-19,61.8,-6.6,65.3,65.3
2026-06-20,60.7,-1.1,61.6,61.6
2026-06-21,57.8,-2.9,65.9,65.9
2026-06-22,59.4,1.6,,
2026-06-23,61.0,1.6,,
2026-06-24,63.7,2.7,,
2026-06-25,69.5,5.8,,
2026-06-26,72.7,3.2,,
2026-06-27,75.3,2.6,,
2026-06-28,79.7,4.4,,
2026-06-29,78.2,-1.5,,
