date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-01-10,40.7,,17.5,17.5
2026-01-11,29.0,-11.7,12.6,12.6
2026-01-12,31.0,2.0,17.8,17.8
2026-01-13,36.1,5.1,30.8,30.8
2026-01-14,34.3,-1.8,18.3,18.3
2026-01-15,19.1,-15.2,15.7,15.7
2026-01-16,22.8,3.7,20.1,20.1
2026-01-17,30.8,8.0,,
2026-01-18,24.8,-6.0,,
2026-01-19,20.8,-4.0,,
2026-01-20,26.5,5.7,,
2026-01-21,39.6,13.1,,
2026-01-22,24.9,-14.7,,
2026-01-23,25.5,0.6,,
2026-01-24,22.1,-3.4,,
