date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-03-03,38.8,,53.2,53.2
2026-03-04,40.0,1.2,55.1,55.1
2026-03-05,53.8,13.8,62.2,62.2
2026-03-06,55.4,1.6,44.9,44.9
2026-03-07,62.1,6.7,49.1,49.1
2026-03-08,48.1,-14.0,35.8,35.8
2026-03-09,55.7,7.6,50.3,50.3
2026-03-10,55.9,0.2,,
2026-03-11,40.3,-15.6,,
2026-03-12,43.7,3.4,,
2026-03-13,63.3,19.6,,
2026-03-14,38.3,-25.0,,
2026-03-15,33.7,-4.6,,
2026-03-16,39.5,5.8,,
2026-03-17,51.2,11.7,,
