date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-01-26,11.9,,38.3,38.3
2026-01-27,6.7,-5.2,41.2,41.2
2026-01-28,6.2,-0.5,40.4,40.4
2026-01-29,4.4,-1.8,29.5,29.5
2026-01-30,-4.0,-8.4,24.7,24.7
2026-01-31,7.3,11.3,24.8,24.8
2026-02-01,4.6,-2.7,26.5,26.5
2026-02-02,11.7,7.1,,
2026-02-03,25.5,13.8,,
2026-02-04,17.7,-7.8,,
2026-02-05,17.0,-0.7,,
2026-02-06,12.6,-4.4,,
2026-02-07,8.0,-4.6,,
2026-02-08,10.7,2.7,,
2026-02-09,5.6,-5.1,,
