date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-05-20,57.9,,54.8,54.8
2026-05-21,53.8,-4.1,55.9,55.9
2026-05-22,54.3,0.5,58.1,58.1
2026-05-23,56.3,2.0,61.4,61.4
2026-05-24,63.9,7.6,65.8,65.8
2026-05-25,64.5,0.6,73.2,73.2
2026-05-26,65.0,0.5,70.4,70.4
2026-05-27,66.5,1.5,,
2026-05-28,68.9,2.4,,
2026-05-29,73.0,4.1,,
2026-05-30,74.0,1.0,,
2026-05-31,73.5,-0.5,,
2026-06-01,75.0,1.5,,
2026-06-02,62.6,-12.4,,
2026-06-03,60.0,-2.6,,
