date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-01-16,20.9,,20.1,20.1
2026-01-17,27.1,6.2,33.5,33.5
2026-01-18,17.6,-9.5,38.3,38.3
2026-01-19,14.9,-2.7,42.2,42.2
2026-01-20,8.4,-6.5,46.7,46.7
2026-01-21,24.5,16.1,47.4,47.4
2026-01-22,27.4,2.9,42.3,42.3
2026-01-23,24.8,-2.6,,
2026-01-24,25.4,0.6,,
2026-01-25,17.8,-7.6,,
2026-01-26,8.4,-9.4,,
2026-01-27,11.9,3.5,,
2026-01-28,8.8,-3.1,,
2026-01-29,3.3,-5.5,,
2026-01-30,18.4,15.1,,
