date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2025-09-12,63.9,,70.9,70.9
2025-09-13,66.3,2.4,62.7,62.7
2025-09-14,71.0,4.7,61.1,61.1
2025-09-15,70.5,-0.5,62.5,62.5
2025-09-16,71.6,1.1,71.4,71.4
2025-09-17,74.1,2.5,72.5,72.5
2025-09-18,76.7,2.6,66.0,66.0
2025-09-19,74.5,-2.2,,
2025-09-20,68.7,-5.8,,
2025-09-21,66.4,-2.3,,
2025-09-22,69.3,2.9,,
2025-09-23,61.4,-7.9,,
2025-09-24,60.4,-1.0,,
2025-09-25,60.1,-0.3,,
2025-09-26,63.5,3.4,,
