date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-08-07,74.5,,74.9,74.9
2026-08-08,77.8,3.3,78.5,78.5
2026-08-09,75.1,-2.7,81.5,81.5
2026-08-10,74.0,-1.1,74.5,74.5
2026-08-11,70.7,-3.3,66.5,66.5
2026-08-12,71.0,0.3,66.4,66.4
2026-08-13,68.5,-2.5,71.6,71.6
2026-08-14,67.9,-0.6,,
2026-08-15,67.8,-0.1,,
2026-08-16,68.5,0.7,,
2026-08-17,66.0,-2.5,,
2026-08-18,70.2,4.2,,
2026-08-19,79.9,9.7,,
2026-08-20,74.6,-5.3,,
2026-08-21,77.8,3.2,,
