date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-03-30,62.5,,41.7,41.7
2026-03-31,68.0,5.5,37.0,37.0
2026-04-01,54.0,-14.0,42.5,42.5
2026-04-02,65.7,11.7,38.8,38.8
2026-04-03,65.2,-0.5,42.1,42.1
2026-04-04,64.9,-0.3,50.0,50.0
2026-04-05,44.0,-20.9,44.3,44.3
2026-04-06,37.1,-6.9,,
2026-04-07,39.3,2.2,,
2026-04-08,44.4,5.1,,
2026-04-09,57.2,12.8,,
2026-04-10,62.0,4.8,,
2026-04-11,56.4,-5.6,,
2026-04-12,48.3,-8.1,,
2026-04-13,55.0,6.7,,
