date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-06-13,73.4,,60.9,60.9
2026-06-14,69.0,-4.4,63.1,63.1
2026-06-15,61.9,-7.1,65.9,65.9
2026-06-16,63.3,1.4,72.1,72.1
2026-06-17,61.7,-1.6,73.8,73.8
2026-06-18,68.6,6.9,74.9,74.9
2026-06-19,65.1,-3.5,65.3,65.3
2026-06-20,61.7,-3.4,,
2026-06-21,61.0,-0.7,,
2026-06-22,62.0,1.0,,
2026-06-23,62.8,0.8,,
2026-06-24,63.5,0.7,,
2026-06-25,68.4,4.9,,
2026-06-26,71.0,2.6,,
2026-06-27,71.3,0.3,,
