date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2025-11-14,42.5,,56.2,56.2
2025-11-15,53.7,11.2,44.7,44.7
2025-11-16,43.3,-10.4,40.7,40.7
2025-11-17,36.8,-6.5,42.8,42.8
2025-11-18,36.1,-0.7,41.0,41.0
2025-11-19,36.5,0.4,51.7,51.7
2025-11-20,39.1,2.6,56.1,56.1
2025-11-21,42.0,2.9,,
2025-11-22,42.0,0.0,,
2025-11-23,42.0,0.0,,
2025-11-24,38.2,-3.8,,
2025-11-25,37.8,-0.4,,
2025-11-26,47.0,9.2,,
2025-11-27,52.8,5.8,,
2025-11-28,57.4,4.6,,
