date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2025-11-01,45.0,,63.4,63.4
2025-11-02,44.0,-1.0,53.8,53.8
2025-11-03,47.2,3.2,41.2,41.2
2025-11-04,47.7,0.5,38.0,38.0
2025-11-05,48.0,0.3,36.9,36.9
2025-11-06,45.2,-2.8,36.0,36.0
2025-11-07,51.7,6.5,37.9,37.9
2025-11-08,45.9,-5.8,,
2025-11-09,46.0,0.1,,
2025-11-10,40.0,-6.0,,
2025-11-11,49.6,9.6,,
2025-11-12,52.2,2.6,,
2025-11-13,48.7,-3.5,,
2025-11-14,45.0,-3.7,,
2025-11-15,48.8,3.8,,
