date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-06-20,66.6,,61.6,61.6
2026-06-21,66.0,-0.6,65.9,65.9
2026-06-22,60.8,-5.2,69.7,69.7
2026-06-23,63.5,2.7,71.9,71.9
2026-06-24,64.8,1.3,70.4,70.4
2026-06-25,67.4,2.6,73.8,73.8
2026-06-26,68.7,1.3,70.2,70.2
2026-06-27,68.8,0.1,,
2026-06-28,68.7,-0.1,,
2026-06-29,74.9,6.2,,
2026-06-30,72.1,-2.8,,
2026-07-01,71.9,-0.2,,
2026-07-02,68.4,-3.5,,
2026-07-03,67.6,-0.8,,
2026-07-04,67.8,0.2,,
