date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2025-11-09,40.3,,51.1,51.1
2025-11-10,31.6,-8.7,52.7,52.7
2025-11-11,31.4,-0.2,43.4,43.4
2025-11-12,38.9,7.5,40.7,40.7
2025-11-13,40.0,1.1,53.6,53.6
2025-11-14,43.0,3.0,56.2,56.2
2025-11-15,50.0,7.0,44.7,44.7
2025-11-16,49.5,-0.5,,
2025-11-17,36.7,-12.8,,
2025-11-18,41.4,4.7,,
2025-11-19,43.9,2.5,,
2025-11-20,42.8,-1.1,,
2025-11-21,45.0,2.2,,
2025-11-22,47.8,2.8,,
2025-11-23,48.4,0.6,,
