date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-01-21,24.6,,47.4,47.4
2026-01-22,22.7,-1.9,42.3,42.3
2026-01-23,8.8,-13.9,43.7,43.7
2026-01-24,5.4,-3.4,51.2,51.2
2026-01-25,13.2,7.8,55.4,55.4
2026-01-26,13.3,0.1,38.3,38.3
2026-01-27,11.3,-2.0,41.2,41.2
2026-01-28,18.0,6.7,,
2026-01-29,13.4,-4.6,,
2026-01-30,7.2,-6.2,,
2026-01-31,13.9,6.7,,
2026-02-01,21.2,7.3,,
2026-02-02,15.8,-5.4,,
2026-02-03,6.6,-9.2,,
2026-02-04,8.6,2.0,,
