date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-08-11,73.6,,58.2,37.2
2026-08-12,72.0,-1.6,58.3,37.1
2026-08-13,71.9,-0.1,63.0,40.4
2026-08-14,68.9,-3.0,72.5,46.7
2026-08-15,67.6,-1.3,76.0,48.5
2026-08-16,73.9,6.3,77.1,49.0
2026-08-17,67.5,-6.4,80.1,51.1
2026-08-18,67.0,-0.5,,
2026-08-19,68.8,1.8,,
2026-08-20,69.2,0.4,,
2026-08-21,74.3,5.1,,
2026-08-22,72.2,-2.1,,
2026-08-23,62.8,-9.4,,
2026-08-24,58.5,-4.3,,
2026-08-25,59.3,0.8,,
