date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2025-12-14,14.3,,35.6,35.6
2025-12-15,17.2,2.9,34.2,34.2
2025-12-16,22.7,5.5,28.9,28.9
2025-12-17,34.6,11.9,34.9,34.9
2025-12-18,42.5,7.9,37.8,37.8
2025-12-19,29.1,-13.4,50.9,50.9
2025-12-20,32.1,3.0,42.8,42.8
2025-12-21,33.4,1.3,,
2025-12-22,28.4,-5.0,,
2025-12-23,34.9,6.5,,
2025-12-24,40.7,5.8,,
2025-12-25,43.8,3.1,,
2025-12-26,28.9,-14.9,,
2025-12-27,26.6,-2.3,,
2025-12-28,31.3,4.7,,
