date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2025-10-03,65.7,,48.9,48.9
2025-10-04,69.3,3.6,42.9,42.9
2025-10-05,68.5,-0.8,54.3,54.3
2025-10-06,69.8,1.3,64.7,64.7
2025-10-07,65.0,-4.8,66.4,66.4
2025-10-08,58.8,-6.2,70.9,70.9
2025-10-09,51.5,-7.3,58.1,58.1
2025-10-10,53.3,1.8,,
2025-10-11,57.3,4.0,,
2025-10-12,55.0,-2.3,,
2025-10-13,52.2,-2.8,,
2025-10-14,46.8,-5.4,,
2025-10-15,47.1,0.3,,
2025-10-16,53.9,6.8,,
2025-10-17,57.4,3.5,,
