date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-04-07,31.3,,47.3,47.3
2026-04-08,41.9,10.6,61.6,61.6
2026-04-09,53.9,12.0,43.2,43.2
2026-04-10,52.9,-1.0,38.0,38.0
2026-04-11,44.7,-8.2,44.6,44.6
2026-04-12,57.7,13.0,48.5,48.5
2026-04-13,65.2,7.5,51.5,51.5
2026-04-14,65.8,0.6,,
2026-04-15,36.4,-29.4,,
2026-04-16,34.7,-1.7,,
2026-04-17,43.0,8.3,,
2026-04-18,52.9,9.9,,
2026-04-19,55.7,2.8,,
2026-04-20,60.1,4.4,,
2026-04-21,61.9,1.8,,
