date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-02-02,14.5,,28.8,28.8
2026-02-03,22.2,7.7,25.7,25.7
2026-02-04,6.1,-16.1,29.9,29.9
2026-02-05,8.3,2.2,26.2,26.2
2026-02-06,19.8,11.5,25.3,25.3
2026-02-07,6.5,-13.3,35.1,35.1
2026-02-08,6.7,0.2,30.6,30.6
2026-02-09,6.9,0.2,,
2026-02-10,5.0,-1.9,,
2026-02-11,21.9,16.9,,
2026-02-12,40.1,18.2,,
2026-02-13,41.1,1.0,,
2026-02-14,38.0,-3.1,,
2026-02-15,41.0,3.0,,
2026-02-16,42.8,1.8,,
