date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-08-30,73.3,,78.0,78.0
2026-08-31,78.4,5.1,76.2,76.2
2026-09-01,77.7,-0.7,84.3,84.3
2026-09-02,81.5,3.8,84.8,84.8
2026-09-03,76.0,-5.5,78.1,78.1
2026-09-04,70.3,-5.7,79.3,79.3
2026-09-05,68.6,-1.7,84.1,84.1
2026-09-06,64.7,-3.9,,
2026-09-07,64.0,-0.7,,
2026-09-08,66.4,2.4,,
2026-09-09,69.7,3.3,,
2026-09-10,67.9,-1.8,,
2026-09-11,57.9,-10.0,,
2026-09-12,52.1,-5.8,,
2026-09-13,55.1,3.0,,
