date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-06-11,77.3,,71.4,71.4
2026-06-12,72.5,-4.8,66.0,66.0
2026-06-13,69.2,-3.3,60.3,60.3
2026-06-14,64.7,-4.5,62.5,62.5
2026-06-15,63.3,-1.4,65.3,65.3
2026-06-16,65.9,2.6,71.3,71.3
2026-06-17,62.6,-3.3,73.0,73.0
2026-06-18,62.8,0.2,,
2026-06-19,60.7,-2.1,,
2026-06-20,62.3,1.6,,
2026-06-21,63.4,1.1,,
2026-06-22,64.7,1.3,,
2026-06-23,69.1,4.4,,
2026-06-24,70.8,1.7,,
2026-06-25,73.9,3.1,,
