date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-03-06,54.8,,44.9,44.9
2026-03-07,60.5,5.7,49.1,49.1
2026-03-08,50.1,-10.4,35.8,35.8
2026-03-09,54.7,4.6,50.3,50.3
2026-03-10,55.1,0.4,54.8,54.8
2026-03-11,45.6,-9.5,58.4,58.4
2026-03-12,31.1,-14.5,62.1,62.1
2026-03-13,43.8,12.7,,
2026-03-14,48.1,4.3,,
2026-03-15,39.1,-9.0,,
2026-03-16,58.4,19.3,,
2026-03-17,31.8,-26.6,,
2026-03-18,33.9,2.1,,
2026-03-19,41.1,7.2,,
2026-03-20,43.3,2.2,,
