date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2025-12-21,28.1,,40.4,40.4
2025-12-22,29.8,1.7,52.0,52.0
2025-12-23,37.7,7.9,43.7,43.7
2025-12-24,36.4,-1.3,33.2,33.2
2025-12-25,51.2,14.8,38.7,38.7
2025-12-26,42.8,-8.4,27.6,27.6
2025-12-27,30.4,-12.4,19.8,19.8
2025-12-28,32.6,2.2,,
2025-12-29,28.3,-4.3,,
2025-12-30,32.1,3.8,,
2025-12-31,34.6,2.5,,
2026-01-01,37.9,3.3,,
2026-01-02,47.6,9.7,,
2026-01-03,39.1,-8.5,,
2026-01-04,31.3,-7.8,,
