date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-09-01,81.4,,84.3,84.3
2026-09-02,83.3,1.9,84.8,84.8
2026-09-03,75.5,-7.8,78.1,78.1
2026-09-04,73.1,-2.4,79.3,79.3
2026-09-05,67.8,-5.3,84.1,84.1
2026-09-06,66.3,-1.5,81.6,81.6
2026-09-07,70.3,4.0,77.0,77.0
2026-09-08,60.3,-10.0,,
2026-09-09,60.3,0.0,,
2026-09-10,72.0,11.7,,
2026-09-11,68.7,-3.3,,
2026-09-12,72.4,3.7,,
2026-09-13,69.1,-3.3,,
2026-09-14,64.5,-4.6,,
2026-09-15,60.9,-3.6,,
