date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-07-02,85.8,,69.9,69.9
2026-07-03,86.9,1.1,71.2,71.2
2026-07-04,78.7,-8.2,73.7,73.7
2026-07-05,75.6,-3.1,77.9,77.9
2026-07-06,72.5,-3.1,80.5,80.5
2026-07-07,70.1,-2.4,81.1,81.1
2026-07-08,71.0,0.9,80.1,80.1
2026-07-09,72.9,1.9,,
2026-07-10,73.1,0.2,,
2026-07-11,70.6,-2.5,,
2026-07-12,66.5,-4.1,,
2026-07-13,70.2,3.7,,
2026-07-14,68.1,-2.1,,
2026-07-15,66.8,-1.3,,
2026-07-16,67.2,0.4,,
