date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-04-12,57.7,,48.5,48.5
2026-04-13,66.1,8.4,51.5,51.5
2026-04-14,68.6,2.5,43.9,43.9
2026-04-15,67.3,-1.3,56.8,56.8
2026-04-16,65.0,-2.3,46.3,46.3
2026-04-17,67.5,2.5,41.7,41.7
2026-04-18,69.2,1.7,44.8,44.8
2026-04-19,55.2,-14.0,,
2026-04-20,47.0,-8.2,,
2026-04-21,55.9,8.9,,
2026-04-22,60.0,4.1,,
2026-04-23,61.2,1.2,,
2026-04-24,53.1,-8.1,,
2026-04-25,50.2,-2.9,,
2026-04-26,52.3,2.1,,
