date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-03-14,36.3,,70.5,70.5
2026-03-15,53.1,16.8,70.1,70.1
2026-03-16,40.4,-12.7,49.0,49.0
2026-03-17,22.0,-18.4,42.6,42.6
2026-03-18,28.2,6.2,43.6,43.6
2026-03-19,39.1,10.9,50.9,50.9
2026-03-20,44.5,5.4,62.4,62.4
2026-03-21,42.2,-2.3,,
2026-03-22,41.2,-1.0,,
2026-03-23,33.1,-8.1,,
2026-03-24,27.4,-5.7,,
2026-03-25,27.5,0.1,,
2026-03-26,32.8,5.3,,
2026-03-27,39.2,6.4,,
2026-03-28,37.6,-1.6,,
