date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-08-28,67.6,,74.5,74.5
2026-08-29,68.4,0.8,76.8,76.8
2026-08-30,72.1,3.7,78.0,78.0
2026-08-31,73.1,1.0,76.2,76.2
2026-09-01,77.7,4.6,84.3,84.3
2026-09-02,82.0,4.3,84.8,84.8
2026-09-03,79.3,-2.7,78.1,78.1
2026-09-04,75.5,-3.8,,
2026-09-05,78.0,2.5,,
2026-09-06,73.9,-4.1,,
2026-09-07,66.6,-7.3,,
2026-09-08,66.7,0.1,,
2026-09-09,75.0,8.3,,
2026-09-10,85.8,10.8,,
2026-09-11,81.1,-4.7,,
