date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2025-10-07,66.5,,66.4,66.4
2025-10-08,53.6,-12.9,70.9,70.9
2025-10-09,50.9,-2.7,58.1,58.1
2025-10-10,52.7,1.8,51.3,51.3
2025-10-11,57.9,5.2,54.7,54.7
2025-10-12,60.3,2.4,65.1,65.1
2025-10-13,59.1,-1.2,63.6,63.6
2025-10-14,59.8,0.7,,
2025-10-15,65.5,5.7,,
2025-10-16,61.7,-3.8,,
2025-10-17,53.7,-8.0,,
2025-10-18,48.9,-4.8,,
2025-10-19,49.7,0.8,,
2025-10-20,50.0,0.3,,
2025-10-21,47.6,-2.4,,
