date,weighted_avg_f,day_over_day_change_f,normal_10yr_f,normal_30yr_f
2026-08-01,78.1,,77.6,77.6
2026-08-02,72.9,-5.2,77.6,77.6
2026-08-03,70.7,-2.2,80.5,80.5
2026-08-04,72.3,1.6,72.9,72.9
2026-08-05,75.3,3.0,73.1,73.1
2026-08-06,74.2,-1.1,74.4,74.4
2026-08-07,74.2,0.0,74.1,74.1
2026-08-08,77.2,3.0,,
2026-08-09,73.0,-4.2,,
2026-08-10,76.6,3.6,,
2026-08-11,76.0,-0.6,,
2026-08-12,70.6,-5.4,,
2026-08-13,69.2,-1.4,,
2026-08-14,72.1,2.9,,
2026-08-15,76.0,3.9,,
